8,62,Model-SolarPanel,out_mppt_voltage_3,3.64
8,62,Model-SolarPanel,out_mppt_voltage_4,5.8
8,62,Model-SolarPanel,0.59,8.52447
8,63,Model-MPPT,37.7217,36.8,37.7217,40.0833
8,64,Model-Sun,out_temperature,40
8,64,Model-Sun,out_irridiance,841
8,64,Model-Sun,41,792
9,62,Model-SolarPanel,out_mppt_voltage_1,5.9
9,62,Model-SolarPanel,out_mppt_voltage_2,5.9
9,62,Model-SolarPanel,out_mppt_voltage_3,3.72
9,62,Model-SolarPanel,out_mppt_voltage_4,5.9
9,62,Model-SolarPanel,0.59,7.9878
9,63,Model-MPPT,43.6217,42.7,43.6217,45.9833
9,64,Model-Sun,out_temperature,41
9,64,Model-Sun,out_irridiance,792
9,64,Model-Sun,41,755
10,62,Model-SolarPanel,out_mppt_voltage_1,4.81
10,62,Model-SolarPanel,out_mppt_voltage_2,4.81
10,62,Model-SolarPanel,out_mppt_voltage_3,4.81
10,62,Model-SolarPanel,out_mppt_voltage_4,4.81
10,62,Model-SolarPanel,0.59,7.58672
10,63,Model-MPPT,48.4317,47.51,48.4317,50.7933
10,64,Model-Sun,out_temperature,41
10,64,Model-Sun,out_irridiance,755
10,64,Model-Sun,41,607
11,62,Model-SolarPanel,out_mppt_voltage_1,5.9
11,62,Model-SolarPanel,out_mppt_voltage_2,3.72
11,62,Model-SolarPanel,out_mppt_voltage_3,4.81
11,62,Model-SolarPanel,out_mppt_voltage_4,4.81
11,62,Model-SolarPanel,0.58,6.11286
11,63,Model-MPPT,54.3317,51.23,54.3317,55.6033
11,64,Model-Sun,out_temperature,41
11,64,Model-Sun,out_irridiance,607
11,64,Model-Sun,40,448
12,62,Model-SolarPanel,out_mppt_voltage_1,3.72
12,62,Model-SolarPanel,out_mppt_voltage_2,3.72
12,62,Model-SolarPanel,out_mppt_voltage_3,3.72
12,62,Model-SolarPanel,out_mppt_voltage_4,3.72
12,62,Model-SolarPanel,0.57,4.49521
12,63,Model-MPPT,58.0517,54.95,58.0517,59.3233
12,64,Model-Sun,out_temperature,40
12,64,Model-Sun,out_irridiance,448
12,64,Model-Sun,39,245
13,62,Model-SolarPanel,out_mppt_voltage_1,2.56
13,62,Model-SolarPanel,out_mppt_voltage_2,5.8
13,62,Model-SolarPanel,out_mppt_voltage_3,5.8
13,62,Model-SolarPanel,out_mppt_voltage_4,5.8
13,62,Model-SolarPanel,0.54,2.48602
13,63,Model-MPPT,60.6117,60.75,60.6117,65.1233
13,64,Model-Sun,out_temperature,39
13,64,Model-Sun,out_irridiance,245
13,64,Model-Sun,38,78
14,62,Model-SolarPanel,out_mppt_voltage_1,3.56
14,62,Model-SolarPanel,out_mppt_voltage_2,5.7
14,62,Model-SolarPanel,out_mppt_voltage_3,4.63
14,62,Model-SolarPanel,out_mppt_voltage_4,5.7
14,62,Model-SolarPanel,0.5,0.783576
14,63,Model-MPPT,64.1717,66.45,64.1717,70.8233
14,64,Model-Sun,out_temperature,38
14,64,Model-Sun,out_irridiance,78
14,64,Model-Sun,34,5
15,62,Model-SolarPanel,out_mppt_voltage_1,4.36
15,62,Model-SolarPanel,out_mppt_voltage_2,4.36
15,62,Model-SolarPanel,out_mppt_voltage_3,5.4
15,62,Model-SolarPanel,out_mppt_voltage_4,3.32
15,62,Model-SolarPanel,0.4,0.0495388
15,63,Model-MPPT,68.5317,70.81,68.5317,74.1433
15,64,Model-Sun,out_temperature,34
15,64,Model-Sun,out_irridiance,5
15,64,Model-Sun,32,0
16,62,Model-SolarPanel,out_mppt_voltage_1,5
16,62,Model-SolarPanel,out_mppt_voltage_2,3
16,62,Model-SolarPanel,out_mppt_voltage_3,5
16,62,Model-SolarPanel,out_mppt_voltage_4,5
16,62,Model-SolarPanel,0,0
16,63,Model-MPPT,73.5317,73.81,73.5317,79.1433
16,64,Model-Sun,out_temperature,32
16,64,Model-Sun,out_irridiance,0
16,64,Model-Sun,31,0
17,62,Model-SolarPanel,out_mppt_voltage_1,1.3
17,62,Model-SolarPanel,out_mppt_voltage_2,4
17,62,Model-SolarPanel,out_mppt_voltage_3,3.1
17,62,Model-SolarPanel,out_mppt_voltage_4,4
17,62,Model-SolarPanel,0,0
17,63,Model-MPPT,74.8317,77.81,74.8317,83.1433
17,64,Model-Sun,out_temperature,31
17,64,Model-Sun,out_irridiance,0
17,64,Model-Sun,30,0
18,62,Model-SolarPanel,out_mppt_voltage_1,0
18,62,Model-SolarPanel,out_mppt_voltage_2,-0.5
18,62,Model-SolarPanel,out_mppt_voltage_3,-1
18,62,Model-SolarPanel,out_mppt_voltage_4,0
18,62,Model-SolarPanel,0,0
18,63,Model-MPPT,74.8317,77.31,74.8317,83.1433
18,64,Model-Sun,out_temperature,30
18,64,Model-Sun,out_irridiance,0
18,64,Model-Sun,29,0
19,62,Model-SolarPanel,out_mppt_voltage_1,-0.5
19,62,Model-SolarPanel,out_mppt_voltage_2,-0.5
19,62,Model-SolarPanel,out_mppt_voltage_3,0
19,62,Model-SolarPanel,out_mppt_voltage_4,0
19,62,Model-SolarPanel,0,0
19,63,Model-MPPT,74.3317,76.81,74.3317,83.1433
19,64,Model-Sun,out_temperature,29
19,64,Model-Sun,out_irridiance,0
19,64,Model-Sun,29,0
20,62,Model-SolarPanel,out_mppt_voltage_1,-0.5
20,62,Model-SolarPanel,out_mppt_voltage_2,-0.5
20,62,Model-SolarPanel,out_mppt_voltage_3,0
20,62,Model-SolarPanel,out_mppt_voltage_4,0
20,62,Model-SolarPanel,0,0
20,63,Model-MPPT,73.8317,76.31,73.8317,83.1433
20,64,Model-Sun,out_temperature,29
20,64,Model-Sun,out_irridiance,0
20,64,Model-Sun,28,0
21,62,Model-SolarPanel,out_mppt_voltage_1,0
21,62,Model-SolarPanel,out_mppt_voltage_2,-0.5
21,62,Model-SolarPanel,out_mppt_voltage_3,0
21,62,Model-SolarPanel,out_mppt_voltage_4,-1
21,62,Model-SolarPanel,0,0
21,63,Model-MPPT,73.8317,75.81,73.8317,82.1433
21,64,Model-Sun,out_temperature,28
21,64,Model-Sun,out_irridiance,0
21,64,Model-Sun,29,0
22,62,Model-SolarPanel,out_mppt_voltage_1,-0.5
22,62,Model-SolarPanel,out_mppt_voltage_2,0
22,62,Model-SolarPanel,out_mppt_voltage_3,-1
22,62,Model-SolarPanel,out_mppt_voltage_4,0
22,62,Model-SolarPanel,0,0
22,63,Model-MPPT,73.3317,75.81,73.3317,82.1433
22,64,Model-Sun,out_temperature,29
22,64,Model-Sun,out_irridiance,0
22,64,Model-Sun,28,0
23,62,Model-SolarPanel,out_mppt_voltage_1,-1
23,62,Model-SolarPanel,out_mppt_voltage_2,-0.5
23,62,Model-SolarPanel,out_mppt_voltage_3,-0.5
23,62,Model-SolarPanel,out_mppt_voltage_4,-1.5
23,62,Model-SolarPanel,0,0
23,63,Model-MPPT,72.3317,75.31,72.3317,80.6433
23,64,Model-Sun,out_temperature,28
23,64,Model-Sun,out_irridiance,0
23,64,Model-Sun,27,0
24,62,Model-SolarPanel,out_mppt_voltage_1,-1
24,62,Model-SolarPanel,out_mppt_voltage_2,-1.5
24,62,Model-SolarPanel,out_mppt_voltage_3,0
24,62,Model-SolarPanel,out_mppt_voltage_4,0
24,62,Model-SolarPanel,0,0
24,63,Model-MPPT,71.3317,73.81,71.3317,80.6433
24,64,Model-Sun,out_temperature,27
24,64,Model-Sun,out_irridiance,0
24,64,Model-Sun,27,0
25,62,Model-SolarPanel,out_mppt_voltage_1,0
25,62,Model-SolarPanel,out_mppt_voltage_2,-1
25,62,Model-SolarPanel,out_mppt_voltage_3,-1
25,62,Model-SolarPanel,out_mppt_voltage_4,0
25,62,Model-SolarPanel,0,0
25,63,Model-MPPT,71.3317,72.81,71.3317,80.6433
25,64,Model-Sun,out_temperature,27
25,64,Model-Sun,out_irridiance,0
25,64,Model-Sun,27,23
26,62,Model-SolarPanel,out_mppt_voltage_1,-0.5
26,62,Model-SolarPanel,out_mppt_voltage_2,-0.5
26,62,Model-SolarPanel,out_mppt_voltage_3,-0.5
26,62,Model-SolarPanel,out_mppt_voltage_4,-0.5
26,62,Model-SolarPanel,0.46,0.231044
26,63,Model-MPPT,70.8317,72.31,70.8317,80.1433
26,64,Model-Sun,out_temperature,27
26,64,Model-Sun,out_irridiance,23
26,64,Model-Sun,28,133
27,62,Model-SolarPanel,out_mppt_voltage_1,-0.5
27,62,Model-SolarPanel,out_mppt_voltage_2,0
27,62,Model-SolarPanel,out_mppt_voltage_3,-0.5
27,62,Model-SolarPanel,out_mppt_voltage_4,0
27,62,Model-SolarPanel,0.52,1.35448
27,63,Model-MPPT,70.3317,72.31,70.3317,80.1433
27,64,Model-Sun,out_temperature,28
27,64,Model-Sun,out_irridiance,133
27,64,Model-Sun,30,285
28,62,Model-SolarPanel,out_mppt_voltage_1,4.6
28,62,Model-SolarPanel,out_mppt_voltage_2,3.64
28,62,Model-SolarPanel,out_mppt_voltage_3,4.6
28,62,Model-SolarPanel,out_mppt_voltage_4,4.6
28,62,Model-SolarPanel,0.55,2.89569
28,63,Model-MPPT,74.9317,75.95,74.9317,84.7433
28,64,Model-Sun,out_temperature,30
28,64,Model-Sun,out_irridiance,285
28,64,Model-Sun,33,419
29,62,Model-SolarPanel,out_mppt_voltage_1,3.16
29,62,Model-SolarPanel,out_mppt_voltage_2,3.16
29,62,Model-SolarPanel,out_mppt_voltage_3,4.18
29,62,Model-SolarPanel,out_mppt_voltage_4,3.16
29,62,Model-SolarPanel,0.57,4.20787
29,63,Model-MPPT,78.0917,79.11,78.0917,87.9033
29,64,Model-Sun,out_temperature,33
29,64,Model-Sun,out_irridiance,419
29,64,Model-Sun,35,563
30,62,Model-SolarPanel,out_mppt_voltage_1,5.5
30,62,Model-SolarPanel,out_mppt_voltage_2,4.45
30,62,Model-SolarPanel,out_mppt_voltage_3,5.5
30,62,Model-SolarPanel,out_mppt_voltage_4,4.45
30,62,Model-SolarPanel,0.58,5.66364
30,63,Model-MPPT,83.5917,83.56,83.5917,92.3533
30,64,Model-Sun,out_temperature,35
30,64,Model-Sun,out_irridiance,563
30,64,Model-Sun,37,702
31,62,Model-SolarPanel,out_mppt_voltage_1,5.7
31,62,Model-SolarPanel,out_mppt_voltage_2,5.7
31,62,Model-SolarPanel,out_mppt_voltage_3,4.63
31,62,Model-SolarPanel,out_mppt_voltage_4,4.63
31,62,Model-SolarPanel,0.58,7.16123
31,63,Model-MPPT,89.2917,89.26,89.2917,96.9833
31,64,Model-Sun,out_temperature,37
31,64,Model-Sun,out_irridiance,702
31,64,Model-Sun,39,793
32,62,Model-SolarPanel,out_mppt_voltage_1,3.64
32,62,Model-SolarPanel,out_mppt_voltage_2,5.8
32,62,Model-SolarPanel,out_mppt_voltage_3,5.8
32,62,Model-SolarPanel,out_mppt_voltage_4,5.8
32,62,Model-SolarPanel,0.59,8.00964
32,63,Model-MPPT,92.9317,95.06,92.9317,102.783
32,64,Model-Sun,out_temperature,39
32,64,Model-Sun,out_irridiance,793
32,64,Model-Sun,39,782
33,62,Model-SolarPanel,out_mppt_voltage_1,3.64
33,62,Model-SolarPanel,out_mppt_voltage_2,3.64
33,62,Model-SolarPanel,out_mppt_voltage_3,5.8
33,62,Model-SolarPanel,out_mppt_voltage_4,4.72
33,62,Model-SolarPanel,0.59,7.8904
33,63,Model-MPPT,96.5717,98.7,96.5717,107.503
33,64,Model-Sun,out_temperature,39
33,64,Model-Sun,out_irridiance,782
33,64,Model-Sun,40,645
34,62,Model-SolarPanel,out_mppt_voltage_1,5.9
34,62,Model-SolarPanel,out_mppt_voltage_2,4.81
34,62,Model-SolarPanel,out_mppt_voltage_3,5.9
34,62,Model-SolarPanel,out_mppt_voltage_4,5.9
34,62,Model-SolarPanel,0.58,6.52945
34,63,Model-MPPT,102.472,103.51,102.472,113.403
34,64,Model-Sun,out_temperature,40
34,64,Model-Sun,out_irridiance,645
34,64,Model-Sun,39,495
35,62,Model-SolarPanel,out_mppt_voltage_1,5.9
35,62,Model-SolarPanel,out_mppt_voltage_2,4.81
35,62,Model-SolarPanel,out_mppt_voltage_3,5.9
35,62,Model-SolarPanel,out_mppt_voltage_4,1.54
35,62,Model-SolarPanel,0.57,5.0086
35,63,Model-MPPT,108.372,108.32,108.372,114.943
35,64,Model-Sun,out_temperature,39
35,64,Model-Sun,out_irridiance,495
35,64,Model-Sun,38,279
36,62,Model-SolarPanel,out_mppt_voltage_1,4.72
36,62,Model-SolarPanel,out_mppt_voltage_2,4.72
36,62,Model-SolarPanel,out_mppt_voltage_3,3.64
36,62,Model-SolarPanel,out_mppt_voltage_4,4.72
36,62,Model-SolarPanel,0.55,2.80953
36,63,Model-MPPT,113.092,113.04,113.092,119.663
36,64,Model-Sun,out_temperature,38
36,64,Model-Sun,out_irridiance,279
36,64,Model-Sun,37,169
37,62,Model-SolarPanel,out_mppt_voltage_1,5.7
37,62,Model-SolarPanel,out_mppt_voltage_2,5.7
37,62,Model-SolarPanel,out_mppt_voltage_3,5.7
37,62,Model-SolarPanel,out_mppt_voltage_4,5.7
37,62,Model-SolarPanel,0.53,1.70317
37,63,Model-MPPT,118.792,118.74,118.792,125.363
37,64,Model-Sun,out_temperature,37
37,64,Model-Sun,out_irridiance,169
37,64,Model-Sun,36,61
38,62,Model-SolarPanel,out_mppt_voltage_1,4.45
38,62,Model-SolarPanel,out_mppt_voltage_2,5.5
38,62,Model-SolarPanel,out_mppt_voltage_3,4.45
38,62,Model-SolarPanel,out_mppt_voltage_4,4.45
38,62,Model-SolarPanel,0.49,0.614599
38,63,Model-MPPT,123.242,124.24,123.242,129.813
38,64,Model-Sun,out_temperature,36
38,64,Model-Sun,out_irridiance,61
38,64,Model-Sun,34,6
39,62,Model-SolarPanel,out_mppt_voltage_1,5.3
39,62,Model-SolarPanel,out_mppt_voltage_2,4.27
39,62,Model-SolarPanel,out_mppt_voltage_3,2.21
39,62,Model-SolarPanel,out_mppt_voltage_4,4.27
39,62,Model-SolarPanel,0.41,0.0590431
39,63,Model-MPPT,128.542,128.51,128.542,134.083
39,64,Model-Sun,out_temperature,34
39,64,Model-Sun,out_irridiance,6
39,64,Model-Sun,32,0
40,62,Model-SolarPanel,out_mppt_voltage_1,3.91
40,62,Model-SolarPanel,out_mppt_voltage_2,2.92
40,62,Model-SolarPanel,out_mppt_voltage_3,4.9
40,62,Model-SolarPanel,out_mppt_voltage_4,4.9
40,62,Model-SolarPanel,0,0
40,63,Model-MPPT,132.452,131.43,132.452,138.983
40,64,Model-Sun,out_temperature,32
40,64,Model-Sun,out_irridiance,0
40,64,Model-Sun,31,0
41,62,Model-SolarPanel,out_mppt_voltage_1,2.28
41,62,Model-SolarPanel,out_mppt_voltage_2,3.19
41,62,Model-SolarPanel,out_mppt_voltage_3,3.19
41,62,Model-SolarPanel,out_mppt_voltage_4,3.19
41,62,Model-SolarPanel,0,0
41,63,Model-MPPT,134.732,134.62,134.732,142.173
41,64,Model-Sun,out_temperature,31
41,64,Model-Sun,out_irridiance,0
41,64,Model-Sun,30,0
42,62,Model-SolarPanel,out_mppt_voltage_1,0
42,62,Model-SolarPanel,out_mppt_voltage_2,-1
42,62,Model-SolarPanel,out_mppt_voltage_3,-0.5
42,62,Model-SolarPanel,out_mppt_voltage_4,-1
42,62,Model-SolarPanel,0,0
42,63,Model-MPPT,134.732,133.62,134.732,141.173
42,64,Model-Sun,out_temperature,30
42,64,Model-Sun,out_irridiance,0
42,64,Model-Sun,29,0
43,62,Model-SolarPanel,out_mppt_voltage_1,-0.5
43,62,Model-SolarPanel,out_mppt_voltage_2,-1.5
43,62,Model-SolarPanel,out_mppt_voltage_3,0
43,62,Model-SolarPanel,out_mppt_voltage_4,-1
43,62,Model-SolarPanel,0,0
43,63,Model-MPPT,134.232,132.12,134.232,140.173
43,64,Model-Sun,out_temperature,29
43,64,Model-Sun,out_irridiance,0
43,64,Model-Sun,28,0
44,62,Model-SolarPanel,out_mppt_voltage_1,-0.5
44,62,Model-SolarPanel,out_mppt_voltage_2,0
44,62,Model-SolarPanel,out_mppt_voltage_3,0
44,62,Model-SolarPanel,out_mppt_voltage_4,-1
44,62,Model-SolarPanel,0,0
44,63,Model-MPPT,133.732,132.12,133.732,139.173
44,64,Model-Sun,out_temperature,28
44,64,Model-Sun,out_irridiance,0
44,64,Model-Sun,28,0
45,62,Model-SolarPanel,out_mppt_voltage_1,-1
45,62,Model-SolarPanel,out_mppt_voltage_2,0
45,62,Model-SolarPanel,out_mppt_voltage_3,-1
45,62,Model-SolarPanel,out_mppt_voltage_4,0
45,62,Model-SolarPanel,0,0
45,63,Model-MPPT,132.732,132.12,132.732,139.173
45,64,Model-Sun,out_temperature,28
45,64,Model-Sun,out_irridiance,0
45,64,Model-Sun,28,0
46,62,Model-SolarPanel,out_mppt_voltage_1,-1
46,62,Model-SolarPanel,out_mppt_voltage_2,0
46,62,Model-SolarPanel,out_mppt_voltage_3,0
46,62,Model-SolarPanel,out_mppt_voltage_4,0
46,62,Model-SolarPanel,0,0
46,63,Model-MPPT,131.732,132.12,131.732,139.173
46,64,Model-Sun,out_temperature,28
46,64,Model-Sun,out_irridiance,0
46,64,Model-Sun,28,0
47,62,Model-SolarPanel,out_mppt_voltage_1,-0.5
47,62,Model-SolarPanel,out_mppt_voltage_2,0
47,62,Model-SolarPanel,out_mppt_voltage_3,0
47,62,Model-SolarPanel,out_mppt_voltage_4,0
47,62,Model-SolarPanel,0,0
47,63,Model-MPPT,131.232,132.12,131.232,139.173
47,64,Model-Sun,out_temperature,28
47,64,Model-Sun,out_irridiance,0
47,64,Model-Sun,27,0
48,62,Model-SolarPanel,out_mppt_voltage_1,-1
48,62,Model-SolarPanel,out_mppt_voltage_2,0
48,62,Model-SolarPanel,out_mppt_voltage_3,-0.5
48,62,Model-SolarPanel,out_mppt_voltage_4,0
48,62,Model-SolarPanel,0,0
48,63,Model-MPPT,130.232,132.12,130.232,139.173
48,64,Model-Sun,out_temperature,27
48,64,Model-Sun,out_irridiance,0
48,64,Model-Sun,27,0
49,62,Model-SolarPanel,out_mppt_voltage_1,0
49,62,Model-SolarPanel,out_mppt_voltage_2,-0.5
49,62,Model-SolarPanel,out_mppt_voltage_3,-0.5
49,62,Model-SolarPanel,out_mppt_voltage_4,-0.5
49,62,Model-SolarPanel,0,0
49,63,Model-MPPT,130.232,131.62,130.232,138.673
49,64,Model-Sun,out_temperature,27
49,64,Model-Sun,out_irridiance,0
49,64,Model-Sun,27,23
50,62,Model-SolarPanel,out_mppt_voltage_1,0
50,62,Model-SolarPanel,out_mppt_voltage_2,-1
50,62,Model-SolarPanel,out_mppt_voltage_3,0
50,62,Model-SolarPanel,out_mppt_voltage_4,-0.5
50,62,Model-SolarPanel,0.46,0.231044
50,63,Model-MPPT,130.232,130.62,130.232,138.173
50,64,Model-Sun,out_temperature,27
50,64,Model-Sun,out_irridiance,23
50,64,Model-Sun,29,143
51,62,Model-SolarPanel,out_mppt_voltage_1,0
51,62,Model-SolarPanel,out_mppt_voltage_2,-1
51,62,Model-SolarPanel,out_mppt_voltage_3,-0.5
51,62,Model-SolarPanel,out_mppt_voltage_4,0
51,62,Model-SolarPanel,0.53,1.43559
51,63,Model-MPPT,130.232,129.62,130.232,138.173
51,64,Model-Sun,out_temperature,29
51,64,Model-Sun,out_irridiance,143
51,64,Model-Sun,32,308
52,62,Model-SolarPanel,out_mppt_voltage_1,3.64
52,62,Model-SolarPanel,out_mppt_voltage_2,3.64
52,62,Model-SolarPanel,out_mppt_voltage_3,4.6
52,62,Model-SolarPanel,out_mppt_voltage_4,3.64
52,62,Model-SolarPanel,0.55,3.13983
52,63,Model-MPPT,133.872,133.26,133.872,141.813
52,64,Model-Sun,out_temperature,32
52,64,Model-Sun,out_irridiance,308
52,64,Model-Sun,36,501
53,62,Model-SolarPanel,out_mppt_voltage_1,3.24
53,62,Model-SolarPanel,out_mppt_voltage_2,5.3
53,62,Model-SolarPanel,out_mppt_voltage_3,4.27
53,62,Model-SolarPanel,out_mppt_voltage_4,3.24
53,62,Model-SolarPanel,0.57,5.08528
53,63,Model-MPPT,137.112,138.56,137.112,145.053
53,64,Model-Sun,out_temperature,36
53,64,Model-Sun,out_irridiance,501
53,64,Model-Sun,37,691
54,62,Model-SolarPanel,out_mppt_voltage_1,2.35
54,62,Model-SolarPanel,out_mppt_voltage_2,4.45
54,62,Model-SolarPanel,out_mppt_voltage_3,0.25
54,62,Model-SolarPanel,out_mppt_voltage_4,3.4
54,62,Model-SolarPanel,0.58,7.04199
54,63,Model-MPPT,139.462,143.01,139.462,148.453
54,64,Model-Sun,out_temperature,37
54,64,Model-Sun,out_irridiance,691
54,64,Model-Sun,38,813
55,62,Model-SolarPanel,out_mppt_voltage_1,4.63
55,62,Model-SolarPanel,out_mppt_voltage_2,4.63
55,62,Model-SolarPanel,out_mppt_voltage_3,5.7
55,62,Model-SolarPanel,out_mppt_voltage_4,5.7
55,62,Model-SolarPanel,0.59,8.23191
55,63,Model-MPPT,144.092,147.64,144.092,154.153
55,64,Model-Sun,out_temperature,38
55,64,Model-Sun,out_irridiance,813
55,64,Model-Sun,39,829
56,62,Model-SolarPanel,out_mppt_voltage_1,4.72
56,62,Model-SolarPanel,out_mppt_voltage_2,5.8
56,62,Model-SolarPanel,out_mppt_voltage_3,5.8
56,62,Model-SolarPanel,out_mppt_voltage_4,4.72
56,62,Model-SolarPanel,0.59,8.39988
56,63,Model-MPPT,148.812,153.44,148.812,158.873
56,64,Model-Sun,out_temperature,39
56,64,Model-Sun,out_irridiance,829
56,64,Model-Sun,40,821
57,62,Model-SolarPanel,out_mppt_voltage_1,5.9
57,62,Model-SolarPanel,out_mppt_voltage_2,4.81
57,62,Model-SolarPanel,out_mppt_voltage_3,2.63
57,62,Model-SolarPanel,out_mppt_voltage_4,4.81
57,62,Model-SolarPanel,0.59,8.30767
57,63,Model-MPPT,154.712,158.25,154.712,163.683
57,64,Model-Sun,out_temperature,40
57,64,Model-Sun,out_irridiance,821
57,64,Model-Sun,40,736
58,62,Model-SolarPanel,out_mppt_voltage_1,5.9
58,62,Model-SolarPanel,out_mppt_voltage_2,4.81
58,62,Model-SolarPanel,out_mppt_voltage_3,4.81
58,62,Model-SolarPanel,out_mppt_voltage_4,4.81
58,62,Model-SolarPanel,0.58,7.51589
58,63,Model-MPPT,160.612,163.06,160.612,168.493
58,64,Model-Sun,out_temperature,40
58,64,Model-Sun,out_irridiance,736
58,64,Model-Sun,39,598
59,62,Model-SolarPanel,out_mppt_voltage_1,4.81
59,62,Model-SolarPanel,out_mppt_voltage_2,4.81
59,62,Model-SolarPanel,out_mppt_voltage_3,5.9
59,62,Model-SolarPanel,out_mppt_voltage_4,4.81
59,62,Model-SolarPanel,0.58,6.02462
59,63,Model-MPPT,165.422,167.87,165.422,173.303
59,64,Model-Sun,out_temperature,39
59,64,Model-Sun,out_irridiance,598
59,64,Model-Sun,39,431
60,62,Model-SolarPanel,out_mppt_voltage_1,2.56
60,62,Model-SolarPanel,out_mppt_voltage_2,4.72
60,62,Model-SolarPanel,out_mppt_voltage_3,4.72
60,62,Model-SolarPanel,out_mppt_voltage_4,5.8
60,62,Model-SolarPanel,0.56,4.39328
60,63,Model-MPPT,167.982,172.59,167.982,179.103
60,64,Model-Sun,out_temperature,39
60,64,Model-Sun,out_irridiance,431
60,64,Model-Sun,38,255
61,62,Model-SolarPanel,out_mppt_voltage_1,5.8
61,62,Model-SolarPanel,out_mppt_voltage_2,3.64
61,62,Model-SolarPanel,out_mppt_voltage_3,5.8
61,62,Model-SolarPanel,out_mppt_voltage_4,4.72
61,62,Model-SolarPanel,0.54,2.59667
61,63,Model-MPPT,173.782,176.23,173.782,183.823
61,64,Model-Sun,out_temperature,38
61,64,Model-Sun,out_irridiance,255
61,64,Model-Sun,37,89
62,62,Model-SolarPanel,out_mppt_voltage_1,1.36
62,62,Model-SolarPanel,out_mppt_voltage_2,4.54
62,62,Model-SolarPanel,out_mppt_voltage_3,5.6
62,62,Model-SolarPanel,out_mppt_voltage_4,4.54
62,62,Model-SolarPanel,0.51,0.886573
62,63,Model-MPPT,175.142,180.77,175.142,188.363
62,64,Model-Sun,out_temperature,37
62,64,Model-Sun,out_irridiance,89
62,64,Model-Sun,34,6
63,62,Model-SolarPanel,out_mppt_voltage_1,5.4
